Date,Region,Country,NO2_mean_mol_m2
2023-08-21,Europe,Netherlands,6.163010045662132e-05
2023-08-22,Europe,Netherlands,6.986314331634324e-05
2023-08-23,Europe,Netherlands,7.243069125863748e-05
2023-08-24,Europe,Netherlands,0.0001588191944303
2023-08-25,Europe,Netherlands,3.252153374741471e-05
2023-08-26,Europe,Netherlands,2.4511917467597408e-05
2023-08-27,Europe,Netherlands,4.67753985484476e-05
2023-08-28,Europe,Netherlands,3.302952405750601e-05
2023-08-29,Europe,Netherlands,4.01482545660908e-05
2023-08-30,Europe,Netherlands,4.215569909382892e-05
2023-08-31,Europe,Netherlands,4.127611967280163e-05
2023-09-01,Europe,Netherlands,4.1053234455078095e-05
2023-09-02,Europe,Netherlands,4.305283223750936e-05
2023-09-03,Europe,Netherlands,4.3851635924142586e-05
2023-09-04,Europe,Netherlands,5.8762076566912645e-05
2023-09-05,Europe,Netherlands,6.403290743997788e-05
2023-09-06,Europe,Netherlands,8.052174447183784e-05
2023-09-07,Europe,Netherlands,7.293747179945447e-05
2023-09-08,Europe,Netherlands,9.128194074552156e-05
2023-09-09,Europe,Netherlands,6.515703579459603e-05
2023-09-10,Europe,Netherlands,6.35978737418135e-05
2023-09-11,Europe,Netherlands,8.811406931940264e-05
2023-09-12,Europe,Netherlands,6.976875568402405e-05
2023-09-13,Europe,Netherlands,2.920916294923149e-05
2023-09-14,Europe,Netherlands,6.341070193603172e-05
2023-09-15,Europe,Netherlands,7.93732827399176e-05
2023-09-16,Europe,Netherlands,7.166756137298059e-05
2023-09-17,Europe,Netherlands,5.125748593150947e-05
2023-09-18,Europe,Netherlands,4.948179779007007e-05
2023-09-19,Europe,Netherlands,4.494273287830275e-05
2023-09-20,Europe,Netherlands,3.732018369072352e-05
2023-09-21,Europe,Netherlands,
2023-09-22,Europe,Netherlands,3.620444364920512e-05
2023-09-23,Europe,Netherlands,4.291475908585443e-05
2023-09-24,Europe,Netherlands,5.2766168015955664e-05
2023-09-25,Europe,Netherlands,7.327878730908107e-05
2023-09-26,Europe,Netherlands,8.681785464264483e-05
2023-09-27,Europe,Netherlands,9.388025259633246e-05
2023-09-28,Europe,Netherlands,5.295300116419022e-05
2023-09-29,Europe,Netherlands,3.937180636264949e-05
2023-09-30,Europe,Netherlands,7.879630453548053e-05
2023-10-01,Europe,Netherlands,7.84160545707789e-05
2023-10-02,Europe,Netherlands,0.0001199647958757
2023-10-03,Europe,Netherlands,4.773112024846917e-05
2023-10-04,Europe,Netherlands,3.488161159541015e-05
2023-10-05,Europe,Netherlands,5.95650511866437e-05
2023-10-06,Europe,Netherlands,8.087837070504477e-05
2023-10-07,Europe,Netherlands,6.164720827795481e-05
2023-10-08,Europe,Netherlands,6.821751021528174e-05
2023-10-09,Europe,Netherlands,9.189023359830056e-05
2023-10-10,Europe,Netherlands,0.0001158999315896
2023-10-11,Europe,Netherlands,7.155476343225176e-05
2023-10-12,Europe,Netherlands,5.121959391933086e-05
2023-10-13,Europe,Netherlands,5.522139362158682e-05
2023-10-14,Europe,Netherlands,2.378793588361845e-05
2023-10-15,Europe,Netherlands,3.6899882525963096e-05
2023-10-16,Europe,Netherlands,7.777590639489609e-05
2023-10-17,Europe,Netherlands,7.57630589635322e-05
2023-10-18,Europe,Netherlands,8.275433246719222e-05
2023-10-19,Europe,Netherlands,7.579719026737235e-05
2023-10-20,Europe,Netherlands,
2023-10-21,Europe,Netherlands,3.5772046856599115e-05
2023-10-22,Europe,Netherlands,6.676562176611798e-05
2023-10-23,Europe,Netherlands,7.323468455458795e-05
2023-10-24,Europe,Netherlands,7.195436416404095e-05
2023-10-25,Europe,Netherlands,
2023-10-26,Europe,Netherlands,6.089249542750932e-05
2023-10-27,Europe,Netherlands,8.80931764648881e-05
2023-10-28,Europe,Netherlands,4.616665378534084e-05
2023-10-29,Europe,Netherlands,3.867068659115423e-05
2023-10-30,Europe,Netherlands,6.928104962127377e-05
2023-10-31,Europe,Netherlands,4.6225045356034655e-05
2023-11-01,Europe,Netherlands,2.593450141504718e-05
2023-11-02,Europe,Netherlands,4.515304477480048e-05
2023-11-03,Europe,Netherlands,4.1622200236030206e-05
2023-11-04,Europe,Netherlands,4.9154541553419646e-05
2023-11-05,Europe,Netherlands,6.734516405301363e-05
2023-11-06,Europe,Netherlands,3.905442285664222e-05
2023-11-07,Europe,Netherlands,3.8039317352100666e-05
2023-11-08,Europe,Netherlands,7.050074094544189e-05
2023-11-09,Europe,Netherlands,6.165806896867887e-05
2023-11-10,Europe,Netherlands,6.741240679426824e-05
2023-11-11,Europe,Netherlands,7.429804234107696e-05
2023-11-12,Europe,Netherlands,0.0001081049020063
2023-11-13,Europe,Netherlands,8.765460136908617e-05
2023-11-14,Europe,Netherlands,3.431181309332853e-05
2023-11-15,Europe,Netherlands,4.936917261597237e-05
2023-11-16,Europe,Netherlands,4.531797060617091e-05
2023-11-17,Europe,Netherlands,0.0001196950821181
2023-11-18,Europe,Netherlands,
2023-11-19,Europe,Netherlands,3.964167924667857e-05
2023-11-20,Europe,Netherlands,4.395486113839602e-05
2023-11-21,Europe,Netherlands,4.2080784512599554e-05
2023-11-22,Europe,Netherlands,5.03470184987384e-05
2023-11-23,Europe,Netherlands,6.061769880118073e-05
2023-11-24,Europe,Netherlands,2.3405876615153265e-06
2023-11-25,Europe,Netherlands,1.863059495963869e-05
2023-11-26,Europe,Netherlands,3.361763861669991e-05
2023-11-27,Europe,Netherlands,
2023-11-28,Europe,Netherlands,5.45991654430302e-05
2023-11-29,Europe,Netherlands,4.315765101182457e-05
2023-11-30,Europe,Netherlands,0.0001351168880491
2023-12-01,Europe,Netherlands,9.66088109170761e-05
2023-12-02,Europe,Netherlands,0.0001007381934775
2023-12-03,Europe,Netherlands,0.00010937767918
2023-12-04,Europe,Netherlands,0.0001140732372991
2023-12-05,Europe,Netherlands,0.0001517609917432
2023-12-06,Europe,Netherlands,8.068376288958961e-05
2023-12-07,Europe,Netherlands,0.0001407606525278
2023-12-08,Europe,Netherlands,0.0001171466203005
2023-12-09,Europe,Netherlands,9.782320562547544e-05
2023-12-10,Europe,Netherlands,6.769924907064977e-05
2023-12-11,Europe,Netherlands,4.509078425502207e-05
2023-12-12,Europe,Netherlands,3.5488506656785363e-05
2023-12-13,Europe,Netherlands,2.4848480154245634e-05
2023-12-14,Europe,Netherlands,0.000103173543134
2023-12-15,Europe,Netherlands,7.297041048030234e-05
2023-12-16,Europe,Netherlands,3.957785930319609e-05
2023-12-17,Europe,Netherlands,9.272444350671528e-05
2023-12-18,Europe,Netherlands,0.0001033326516864
2023-12-19,Europe,Netherlands,
2023-12-20,Europe,Netherlands,-1.0277664583681352e-05
2023-12-21,Europe,Netherlands,1.266797209147114e-05
2023-12-22,Europe,Netherlands,-1.2699095149480673e-05
2023-12-23,Europe,Netherlands,-2.7158854014803445e-05
2023-12-24,Europe,Netherlands,
2023-12-25,Europe,Netherlands,2.2682162194892653e-05
2023-12-26,Europe,Netherlands,1.1943272838434416e-05
2023-12-27,Europe,Netherlands,5.55985707012092e-06
2023-12-28,Europe,Netherlands,-1.33023514787314e-05
2023-12-29,Europe,Netherlands,-2.5004712003793143e-05
2023-12-30,Europe,Netherlands,2.3586382908609247e-05
2023-12-31,Europe,Netherlands,-4.244259465593642e-06
2024-01-01,Europe,Netherlands,1.0907136814336497e-06
2024-01-02,Europe,Netherlands,
2024-01-03,Europe,Netherlands,-1.1922503571946871e-05
2024-01-04,Europe,Netherlands,3.7249233021276505e-05
2024-01-05,Europe,Netherlands,0.0001273750625059
2024-01-06,Europe,Netherlands,2.6152017641084e-05
2024-01-07,Europe,Netherlands,2.711334701374332e-05
2024-01-08,Europe,Netherlands,5.074027191697405e-05
2024-01-09,Europe,Netherlands,6.543789387435444e-05
2024-01-10,Europe,Netherlands,9.88145295865321e-05
2024-01-11,Europe,Netherlands,0.000165350012432
2024-01-12,Europe,Netherlands,6.943318918061019e-06
2024-01-13,Europe,Netherlands,4.3942729683473766e-05
2024-01-14,Europe,Netherlands,5.050542967104794e-05
2024-01-15,Europe,Netherlands,2.7733345545864843e-06
2024-01-16,Europe,Netherlands,0.0001352298203207
2024-01-17,Europe,Netherlands,
2024-01-18,Europe,Netherlands,6.332252182819562e-05
2024-01-19,Europe,Netherlands,0.0001225804319636
2024-01-20,Europe,Netherlands,0.0001096390360285
2024-01-21,Europe,Netherlands,
2024-01-22,Europe,Netherlands,4.410254063632476e-05
2024-01-23,Europe,Netherlands,0.0001012656534932
2024-01-24,Europe,Netherlands,5.893424009968449e-05
2024-01-25,Europe,Netherlands,5.788763179672884e-05
2024-01-26,Europe,Netherlands,3.379109371559313e-05
2024-01-27,Europe,Netherlands,7.704730393614398e-06
2024-01-28,Europe,Netherlands,5.060640830985144e-05
2024-01-29,Europe,Netherlands,8.69288372598756e-05
2024-01-30,Europe,Netherlands,7.175361049488175e-05
2024-01-31,Europe,Netherlands,7.06716558399506e-05
2024-02-01,Europe,Netherlands,3.107727769205596e-05
2024-02-02,Europe,Netherlands,7.601575522779654e-05
2024-02-03,Europe,Netherlands,8.065530982911288e-05
2024-02-04,Europe,Netherlands,4.534405898029803e-05
2024-02-05,Europe,Netherlands,7.480856069062603e-05
2024-02-06,Europe,Netherlands,4.981162510852376e-05
2024-02-07,Europe,Netherlands,2.57563023179272e-05
2024-02-08,Europe,Netherlands,
2024-02-09,Europe,Netherlands,3.872770577322793e-05
2024-02-10,Europe,Netherlands,4.6449171529328354e-05
2024-02-11,Europe,Netherlands,2.4461797553727103e-05
2024-02-12,Europe,Netherlands,7.670791624415461e-05
2024-02-13,Europe,Netherlands,7.709749843160927e-05
2024-02-14,Europe,Netherlands,
2024-02-15,Europe,Netherlands,7.460326909899645e-05
2024-02-16,Europe,Netherlands,
2024-02-17,Europe,Netherlands,5.024536205270985e-05
2024-02-18,Europe,Netherlands,
2024-02-19,Europe,Netherlands,
2024-02-20,Europe,Netherlands,0.0001672328991229
2024-02-21,Europe,Netherlands,
2024-02-22,Europe,Netherlands,5.15248729528188e-05
2024-02-23,Europe,Netherlands,3.786977460913221e-05
2024-02-24,Europe,Netherlands,3.690832701294522e-05
2024-02-25,Europe,Netherlands,5.092863543295503e-05
2024-02-26,Europe,Netherlands,
2024-02-27,Europe,Netherlands,4.203416136087776e-05
2024-02-28,Europe,Netherlands,5.957342865491957e-05
2024-02-29,Europe,Netherlands,
2024-03-01,Europe,Netherlands,4.440516309942706e-05
2024-03-02,Europe,Netherlands,3.960249627840119e-05
2024-03-03,Europe,Netherlands,7.485865956593955e-05
2024-03-04,Europe,Netherlands,0.0001024852243902
2024-03-05,Europe,Netherlands,
2024-03-06,Europe,Netherlands,0.0001084027575833
2024-03-07,Europe,Netherlands,7.346040506647554e-05
2024-03-08,Europe,Netherlands,7.527147647632311e-05
2024-03-09,Europe,Netherlands,7.939365375369017e-05
2024-03-10,Europe,Netherlands,5.478674923475332e-05
2024-03-11,Europe,Netherlands,
2024-03-12,Europe,Netherlands,5.942549912519262e-05
2024-03-13,Europe,Netherlands,5.451785515155169e-05
2024-03-14,Europe,Netherlands,7.687615596695994e-05
2024-03-15,Europe,Netherlands,3.4868324938893425e-05
2024-03-16,Europe,Netherlands,1.1495667479958496e-05
2024-03-17,Europe,Netherlands,5.997201107173672e-05
2024-03-18,Europe,Netherlands,6.06625713605144e-05
2024-03-19,Europe,Netherlands,6.628906175185188e-05
2024-03-20,Europe,Netherlands,0.0001017000738086
2024-03-21,Europe,Netherlands,9.737980721222026e-05
2024-03-22,Europe,Netherlands,
2024-03-23,Europe,Netherlands,1.0604841507556016e-05
2024-03-24,Europe,Netherlands,1.177447941886852e-05
2024-03-25,Europe,Netherlands,7.123951428146434e-05
2024-03-26,Europe,Netherlands,8.392264479443609e-05
2024-03-27,Europe,Netherlands,8.031191936219729e-05
2024-03-28,Europe,Netherlands,3.178033406054757e-05
2024-03-29,Europe,Netherlands,5.657152502674821e-05
2024-03-30,Europe,Netherlands,6.204531285500859e-05
2024-03-31,Europe,Netherlands,3.383820662602605e-05
2024-04-01,Europe,Netherlands,4.536700966948184e-05
2024-04-02,Europe,Netherlands,4.327019387958744e-05
2024-04-03,Europe,Netherlands,5.863931215316387e-05
2024-04-04,Europe,Netherlands,3.1969612167191143e-05
2024-04-05,Europe,Netherlands,4.440202154903216e-05
2024-04-06,Europe,Netherlands,4.373147027846476e-05
2024-04-07,Europe,Netherlands,4.367026013793095e-05
2024-04-08,Europe,Netherlands,7.30576907279903e-05
2024-04-09,Europe,Netherlands,4.0809019709282446e-05
2024-04-10,Europe,Netherlands,5.940797062131038e-05
2024-04-11,Europe,Netherlands,4.682582836399028e-05
2024-04-12,Europe,Netherlands,6.378731636728024e-05
2024-04-13,Europe,Netherlands,6.301861356282767e-05
2024-04-14,Europe,Netherlands,4.274168039729264e-05
2024-04-15,Europe,Netherlands,3.720327751412698e-05
2024-04-16,Europe,Netherlands,2.046912314894797e-05
2024-04-17,Europe,Netherlands,3.4135851299345495e-05
2024-04-18,Europe,Netherlands,3.855064262623823e-05
2024-04-19,Europe,Netherlands,1.9527781477269267e-05
2024-04-20,Europe,Netherlands,2.386416842440353e-05
2024-04-21,Europe,Netherlands,2.417986722690033e-05
2024-04-22,Europe,Netherlands,3.260137300977696e-05
2024-04-23,Europe,Netherlands,8.383259976234357e-05
2024-04-24,Europe,Netherlands,3.470010179242406e-05
2024-04-25,Europe,Netherlands,8.141487669476476e-05
2024-04-26,Europe,Netherlands,5.979012441128499e-05
2024-04-27,Europe,Netherlands,4.612260721936035e-05
2024-04-28,Europe,Netherlands,2.423201266325771e-05
2024-04-29,Europe,Netherlands,4.555458660582842e-05
2024-04-30,Europe,Netherlands,5.212184701113469e-05
2024-05-01,Europe,Netherlands,7.193443797617054e-05
2024-05-02,Europe,Netherlands,7.525983572660362e-05
2024-05-03,Europe,Netherlands,2.928206175451957e-05
2024-05-04,Europe,Netherlands,4.2097046125136256e-05
2024-05-05,Europe,Netherlands,4.059403640817215e-05
2024-05-06,Europe,Netherlands,2.91461855547832e-05
2024-05-07,Europe,Netherlands,3.380602453022519e-05
2024-05-08,Europe,Netherlands,2.2792614892454687e-05
2024-05-09,Europe,Netherlands,5.22092151642403e-05
2024-05-10,Europe,Netherlands,5.9202475445092936e-05
2024-05-11,Europe,Netherlands,4.417293011746404e-05
2024-05-12,Europe,Netherlands,4.29066370694931e-05
2024-05-13,Europe,Netherlands,5.2438365240891576e-05
2024-05-14,Europe,Netherlands,4.822289113505617e-05
2024-05-15,Europe,Netherlands,5.335207361548151e-05
2024-05-16,Europe,Netherlands,6.024323249449609e-05
2024-05-17,Europe,Netherlands,7.7881802325866e-05
2024-05-18,Europe,Netherlands,6.191156060576069e-05
2024-05-19,Europe,Netherlands,5.1355335680268194e-05
2024-05-20,Europe,Netherlands,4.253940505075965e-05
2024-05-21,Europe,Netherlands,5.513463423137081e-05
2024-05-22,Europe,Netherlands,3.0117633792675195e-05
2024-05-23,Europe,Netherlands,3.406024466075952e-05
2024-05-24,Europe,Netherlands,3.788168327414015e-05
2024-05-25,Europe,Netherlands,3.8857085325635735e-05
2024-05-26,Europe,Netherlands,4.3590274844395616e-05
2024-05-27,Europe,Netherlands,3.223659512905657e-05
2024-05-28,Europe,Netherlands,4.201439051749685e-05
2024-05-29,Europe,Netherlands,3.38313779986822e-05
2024-05-30,Europe,Netherlands,4.236484631447548e-05
2024-05-31,Europe,Netherlands,3.039646731422782e-05
2024-06-01,Europe,Netherlands,1.4330761073369831e-05
2024-06-02,Europe,Netherlands,3.082266931683566e-05
2024-06-03,Europe,Netherlands,8.855042616247584e-05
2024-06-04,Europe,Netherlands,3.570615120468786e-05
2024-06-05,Europe,Netherlands,3.918997587018472e-05
2024-06-06,Europe,Netherlands,5.222309345069015e-05
2024-06-07,Europe,Netherlands,4.899617878192899e-05
2024-06-08,Europe,Netherlands,3.3354954350053193e-05
2024-06-09,Europe,Netherlands,3.8270847398846295e-05
2024-06-10,Europe,Netherlands,3.318671294963083e-05
2024-06-11,Europe,Netherlands,2.9326954723686552e-05
2024-06-12,Europe,Netherlands,2.0298034201845252e-05
2024-06-13,Europe,Netherlands,5.180197466637832e-05
2024-06-14,Europe,Netherlands,2.1334688382068717e-05
2024-06-15,Europe,Netherlands,1.7452792516233894e-05
2024-06-16,Europe,Netherlands,3.4084870487194555e-05
2024-06-17,Europe,Netherlands,3.750589417035562e-05
2024-06-18,Europe,Netherlands,5.5891455794069815e-05
2024-06-19,Europe,Netherlands,3.3534527364221934e-05
2024-06-20,Europe,Netherlands,5.1387700020192137e-05
2024-06-21,Europe,Netherlands,
2024-06-22,Europe,Netherlands,3.1561251037047884e-05
2024-06-23,Europe,Netherlands,4.55226821276115e-05
2024-06-24,Europe,Netherlands,4.923731717296808e-05
2024-06-25,Europe,Netherlands,4.3555822805156486e-05
2024-06-26,Europe,Netherlands,4.874415493997724e-05
2024-06-27,Europe,Netherlands,4.635415413661071e-05
2024-06-28,Europe,Netherlands,3.156034176853945e-05
2024-06-29,Europe,Netherlands,5.058781497128681e-05
2024-06-30,Europe,Netherlands,2.7412423161957343e-05
2024-07-01,Europe,Netherlands,3.1012276101314894e-05
2024-07-02,Europe,Netherlands,4.745647584678336e-05
2024-07-03,Europe,Netherlands,3.874061255289021e-05
2024-07-04,Europe,Netherlands,1.778734445451173e-05
2024-07-05,Europe,Netherlands,2.723948786771783e-05
2024-07-06,Europe,Netherlands,2.3643121340171737e-05
2024-07-07,Europe,Netherlands,2.185565760818502e-05
2024-07-08,Europe,Netherlands,3.9393766047819214e-05
2024-07-09,Europe,Netherlands,5.935736594631622e-05
2024-07-10,Europe,Netherlands,3.804139924089021e-05
2024-07-11,Europe,Netherlands,3.318680573338549e-05
2024-07-12,Europe,Netherlands,
2024-07-13,Europe,Netherlands,1.966029239741723e-05
2024-07-14,Europe,Netherlands,3.191600191450647e-05
2024-07-15,Europe,Netherlands,3.52209656263341e-05
2024-07-16,Europe,Netherlands,2.616385373907497e-05
2024-07-17,Europe,Netherlands,3.150437657059164e-05
2024-07-18,Europe,Netherlands,5.135273248087176e-05
2024-07-19,Europe,Netherlands,5.562208795600503e-05
2024-07-20,Europe,Netherlands,3.887007182281682e-05
2024-07-21,Europe,Netherlands,4.6293196268242346e-05
2024-07-22,Europe,Netherlands,3.608077239985283e-05
2024-07-23,Europe,Netherlands,3.520631411164378e-05
2024-07-24,Europe,Netherlands,3.395182643236577e-05
2024-07-25,Europe,Netherlands,4.341207294081661e-05
2024-07-26,Europe,Netherlands,2.8640185959345037e-05
2024-07-27,Europe,Netherlands,5.574561870534441e-05
2024-07-28,Europe,Netherlands,2.8584247740756352e-05
2024-07-29,Europe,Netherlands,4.749543653110476e-05
2024-07-30,Europe,Netherlands,
2024-07-31,Europe,Netherlands,3.767912269915908e-05
2024-08-01,Europe,Netherlands,1.5943271488620653e-05
2024-08-02,Europe,Netherlands,3.719714427747681e-05
2024-08-03,Europe,Netherlands,4.448258502502627e-05
2024-08-04,Europe,Netherlands,3.668480236558508e-05
2024-08-05,Europe,Netherlands,4.822139428713839e-05
2024-08-06,Europe,Netherlands,5.0506508653394e-05
2024-08-07,Europe,Netherlands,4.446038072750556e-05
2024-08-08,Europe,Netherlands,4.32433574021042e-05
2024-08-09,Europe,Netherlands,3.166307606540013e-05
2024-08-10,Europe,Netherlands,4.934716293699375e-05
2024-08-11,Europe,Netherlands,4.557724872030088e-05
2024-08-12,Europe,Netherlands,5.134472975282697e-05
2024-08-13,Europe,Netherlands,6.608190571678954e-05
2024-08-14,Europe,Netherlands,5.253922982557375e-05
2024-08-15,Europe,Netherlands,3.8037197120487856e-05
2024-08-16,Europe,Netherlands,2.694849422164284e-05
2024-08-17,Europe,Netherlands,3.178869694117434e-05
2024-08-18,Europe,Netherlands,3.63974440860777e-05
2024-08-19,Europe,Netherlands,5.333929683907625e-05
2024-08-20,Europe,Netherlands,3.623683028552295e-05
2024-08-21,Europe,Netherlands,2.4364375067959352e-05
2024-08-22,Europe,Netherlands,3.7987068503422086e-05
2024-08-23,Europe,Netherlands,3.585536483743147e-05
2024-08-24,Europe,Netherlands,2.846024757255096e-05
2024-08-25,Europe,Netherlands,2.2663239596455604e-05
2024-08-26,Europe,Netherlands,3.312635071385003e-05
2024-08-27,Europe,Netherlands,7.629816435052934e-05
2024-08-28,Europe,Netherlands,7.315310888527433e-05
2024-08-29,Europe,Netherlands,7.342367375157201e-05
2024-08-30,Europe,Netherlands,5.804587457084779e-05
2024-08-31,Europe,Netherlands,3.80947918548305e-05
2024-09-01,Europe,Netherlands,6.136182339601363e-05
2024-09-02,Europe,Netherlands,6.847165297017617e-05
2024-09-03,Europe,Netherlands,4.008707120311892e-05
2024-09-04,Europe,Netherlands,7.05516726436641e-05
2024-09-05,Europe,Netherlands,6.009297240227339e-05
2024-09-06,Europe,Netherlands,7.337550168631408e-05
2024-09-07,Europe,Netherlands,7.17607761878181e-05
2024-09-08,Europe,Netherlands,3.763538060242436e-05
2024-09-09,Europe,Netherlands,4.8085142364194046e-05
2024-09-10,Europe,Netherlands,
2024-09-11,Europe,Netherlands,2.510257458640722e-05
2024-09-12,Europe,Netherlands,4.093392079041189e-05
2024-09-13,Europe,Netherlands,2.8502540691771178e-05
2024-09-14,Europe,Netherlands,4.880723510698765e-05
2024-09-15,Europe,Netherlands,5.5141406488578304e-05
2024-09-16,Europe,Netherlands,3.010807583955186e-05
2024-09-17,Europe,Netherlands,3.028568377906156e-05
2024-09-18,Europe,Netherlands,4.8725212571819446e-05
2024-09-19,Europe,Netherlands,5.092460447660766e-05
2024-09-20,Europe,Netherlands,6.749205239093401e-05
2024-09-21,Europe,Netherlands,8.21955212279505e-05
2024-09-22,Europe,Netherlands,8.069312134341731e-05
2024-09-23,Europe,Netherlands,5.593845863697012e-05
2024-09-24,Europe,Netherlands,4.838849085809039e-05
2024-09-25,Europe,Netherlands,7.961580167356724e-05
2024-09-26,Europe,Netherlands,4.462932366593537e-05
2024-09-27,Europe,Netherlands,2.654211912227948e-05
2024-09-28,Europe,Netherlands,2.792805621652278e-05
2024-09-29,Europe,Netherlands,3.692473683150297e-05
2024-09-30,Europe,Netherlands,4.083556163352218e-05
2024-10-01,Europe,Netherlands,7.26366696330767e-05
2024-10-02,Europe,Netherlands,4.96818765916644e-05
2024-10-03,Europe,Netherlands,4.620177697694364e-05
2024-10-04,Europe,Netherlands,6.167657794901156e-05
2024-10-05,Europe,Netherlands,8.180457259199109e-05
2024-10-06,Europe,Netherlands,6.848412384249484e-05
2024-10-07,Europe,Netherlands,6.829016255779573e-05
2024-10-08,Europe,Netherlands,6.835806422183985e-05
2024-10-09,Europe,Netherlands,8.947173825114729e-05
2024-10-10,Europe,Netherlands,1.5515969807153773e-05
2024-10-11,Europe,Netherlands,6.05349352330436e-05
2024-10-12,Europe,Netherlands,7.67373692906089e-05
2024-10-13,Europe,Netherlands,2.7078133703908924e-05
2024-10-14,Europe,Netherlands,7.465440508142918e-05
2024-10-15,Europe,Netherlands,8.954104675051511e-05
2024-10-16,Europe,Netherlands,6.587503657112374e-05
2024-10-17,Europe,Netherlands,5.530922762493444e-05
2024-10-18,Europe,Netherlands,0.0001280074808297
2024-10-19,Europe,Netherlands,7.067884718066037e-05
2024-10-20,Europe,Netherlands,6.409480891578323e-05
2024-10-21,Europe,Netherlands,0.0001513100640031
2024-10-22,Europe,Netherlands,0.000107766356623
2024-10-23,Europe,Netherlands,8.838952815216942e-05
2024-10-24,Europe,Netherlands,0.0001042867673024
2024-10-25,Europe,Netherlands,9.468758589358084e-05
2024-10-26,Europe,Netherlands,0.0001206114556918
2024-10-27,Europe,Netherlands,7.045044795610433e-05
2024-10-28,Europe,Netherlands,6.215285982156172e-05
2024-10-29,Europe,Netherlands,0.0001174030417424
2024-10-30,Europe,Netherlands,6.91787431180153e-05
2024-10-31,Europe,Netherlands,9.079818289164496e-05
2024-11-01,Europe,Netherlands,7.347916919550928e-05
2024-11-02,Europe,Netherlands,4.947950553474008e-05
2024-11-03,Europe,Netherlands,8.137197618452875e-05
2024-11-04,Europe,Netherlands,9.677790841008932e-05
2024-11-05,Europe,Netherlands,0.000100204878977
2024-11-06,Europe,Netherlands,
2024-11-07,Europe,Netherlands,5.835810223801986e-05
2024-11-08,Europe,Netherlands,
2024-11-09,Europe,Netherlands,
2024-11-10,Europe,Netherlands,0.0001477836829323
2024-11-11,Europe,Netherlands,2.199139248988658e-05
2024-11-12,Europe,Netherlands,6.612296768564284e-05
2024-11-13,Europe,Netherlands,4.149181344864698e-05
2024-11-14,Europe,Netherlands,6.707392368305363e-05
2024-11-15,Europe,Netherlands,4.739633047640336e-05
2024-11-16,Europe,Netherlands,3.155336942649296e-05
2024-11-17,Europe,Netherlands,3.068531072471142e-05
2024-11-18,Europe,Netherlands,4.218866291913042e-05
2024-11-19,Europe,Netherlands,6.287492193777513e-05
2024-11-20,Europe,Netherlands,2.1042597709280175e-05
2024-11-21,Europe,Netherlands,6.969654470585856e-05
2024-11-22,Europe,Netherlands,2.661433572417988e-05
2024-11-23,Europe,Netherlands,
2024-11-24,Europe,Netherlands,6.229439046670434e-05
2024-11-25,Europe,Netherlands,0.0001059572841398
2024-11-26,Europe,Netherlands,8.455914614730059e-05
2024-11-27,Europe,Netherlands,
2024-11-28,Europe,Netherlands,4.237754060579015e-05
2024-11-29,Europe,Netherlands,0.0001710171467546
2024-11-30,Europe,Netherlands,0.000130322464377
2024-12-01,Europe,Netherlands,0.0001173696732509
2024-12-02,Europe,Netherlands,9.64026922826616e-05
2024-12-03,Europe,Netherlands,2.998824849814943e-06
2024-12-04,Europe,Netherlands,4.646378121318585e-05
2024-12-05,Europe,Netherlands,0.0001489055368219
2024-12-06,Europe,Netherlands,5.0684209455006126e-05
2024-12-07,Europe,Netherlands,4.8967341257767386e-05
2024-12-08,Europe,Netherlands,5.976537059124473e-05
2024-12-09,Europe,Netherlands,
2024-12-10,Europe,Netherlands,
2024-12-11,Europe,Netherlands,3.294797323161462e-05
2024-12-12,Europe,Netherlands,0.0001118874916962
2024-12-13,Europe,Netherlands,5.335591947571044e-05
2024-12-14,Europe,Netherlands,0.0001185632038571
2024-12-15,Europe,Netherlands,
2024-12-16,Europe,Netherlands,6.198505065531012e-05
2024-12-17,Europe,Netherlands,9.014079404798558e-05
2024-12-18,Europe,Netherlands,0.0001091187451927
2024-12-19,Europe,Netherlands,2.7530014534191032e-05
2024-12-20,Europe,Netherlands,6.0912486036748814e-05
2024-12-21,Europe,Netherlands,
2024-12-22,Europe,Netherlands,-9.14705736352698e-07
2024-12-23,Europe,Netherlands,2.618608345199652e-05
2024-12-24,Europe,Netherlands,
2024-12-25,Europe,Netherlands,
2024-12-26,Europe,Netherlands,0.00011666408173
2024-12-27,Europe,Netherlands,0.0001387584987073
2024-12-28,Europe,Netherlands,0.0001604570270748
2024-12-29,Europe,Netherlands,
2024-12-30,Europe,Netherlands,6.83323225877943e-05
2024-12-31,Europe,Netherlands,
2025-01-01,Europe,Netherlands,
2025-01-02,Europe,Netherlands,1.5115388528802467e-05
2025-01-03,Europe,Netherlands,2.843748922235497e-06
2025-01-04,Europe,Netherlands,4.380284565273315e-05
2025-01-05,Europe,Netherlands,
2025-01-06,Europe,Netherlands,6.913755921690486e-05
2025-01-07,Europe,Netherlands,6.676952892383123e-05
2025-01-08,Europe,Netherlands,8.53120072265266e-05
2025-01-09,Europe,Netherlands,5.478338900119135e-05
2025-01-10,Europe,Netherlands,9.917326039326397e-05
2025-01-11,Europe,Netherlands,7.165647249569461e-05
2025-01-12,Europe,Netherlands,5.908687017451737e-05
2025-01-13,Europe,Netherlands,0.0001351811605599
2025-01-14,Europe,Netherlands,0.0001227799345892
